iter	Passed	Remaining
717	6066	2382
718	6076	2374
719	6083	2365
720	6103	2361
721	6118	2356
722	6129	2348
723	6137	2339
724	6145	2331
725	6152	2322
726	6159	2312
727	6164	2303
728	6169	2293
729	6174	2283
730	6178	2273
731	6183	2263
732	6188	2254
733	6192	2244
734	6200	2235
735	6209	2227
736	6218	2219
737	6227	2210
738	6236	2202
739	6244	2194
740	6252	2185
741	6261	2177
742	6271	2169
743	6277	2160
744	6284	2151
745	6292	2142
746	6301	2134
747	6310	2125
748	6318	2117
749	6326	2108
750	6333	2099
751	6342	2091
752	6350	2083
753	6359	2074
754	6367	2066
755	6376	2057
756	6384	2049
757	6393	2041
758	6401	2032
759	6410	2024
760	6419	2015
761	6427	2007
762	6435	1998
763	6443	1990
764	6452	1982
765	6461	1974
766	6468	1965
767	6475	1956
768	6483	1947
769	6491	1939
770	6499	1930
771	6508	1922
772	6517	1913
773	6526	1905
774	6535	1897
775	6543	1888
776	6552	1880
777	6561	1872
778	6569	1863
779	6578	1855
780	6586	1846
781	6595	1838
782	6603	1830
783	6612	1821
784	6620	1813
785	6629	1805
786	6638	1796
787	6646	1788
788	6656	1780
789	6663	1771
790	6669	1762
791	6676	1753
792	6685	1745
793	6694	1736
794	6702	1728
795	6710	1719
796	6719	1711
797	6728	1703
798	6737	1694
799	6746	1686
800	6755	1678
801	6764	1670
802	6773	1661
803	6782	1653
804	6791	1645
805	6799	1636
806	6808	1628
807	6816	1619
808	6824	1611
809	6833	1602
810	6842	1594
811	6848	1585
812	6854	1576
813	6860	1567
814	6870	1559
815	6879	1551
816	6888	1542
817	6896	1534
818	6905	1526
819	6913	1517
820	6922	1509
821	6930	1500
822	6939	1492
823	6947	1483
824	6956	1475
825	6964	1467
826	6973	1458
827	6982	1450
828	6991	1442
829	6999	1433
830	7008	1425
831	7016	1416
832	7026	1408
833	7033	1399
834	7038	1390
835	7044	1381
836	7052	1373
837	7060	1364
838	7069	1356
839	7078	1348
840	7086	1339
841	7095	1331
842	7104	1323
843	7113	1314
844	7121	1306
845	7130	1298
846	7140	1289
847	7148	1281
848	7157	1272
849	7165	1264
850	7175	1256
851	7183	1247
852	7192	1239
853	7201	1231
854	7209	1222
855	7218	1214
856	7225	1205
857	7231	1196
858	7240	1188
859	7248	1180
860	7257	1171
861	7265	1163
862	7273	1154
863	7282	1146
864	7291	1137
865	7300	1129
866	7309	1121
867	7317	1112
868	7326	1104
869	7334	1096
870	7343	1087
871	7351	1079
872	7360	1070
873	7369	1062
874	7378	1054
875	7386	1045
876	7393	1036
877	7399	1028
878	7405	1019
879	7413	1010
880	7422	1002
881	7431	994
882	7439	985
883	7448	977
884	7457	968
885	7467	960
886	7475	952
887	7484	943
888	7493	935
889	7501	927
890	7510	918
891	7519	910
892	7527	902
893	7536	893
894	7544	885
895	7553	876
896	7562	868
897	7571	860
898	7578	851
899	7585	842
900	7593	834
901	7602	826
902	7611	817
903	7619	809
904	7628	800
905	7637	792
906	7645	783
907	7654	775
908	7662	767
909	7670	758
910	7679	750
911	7688	741
912	7697	733
913	7706	725
914	7715	716
915	7723	708
916	7731	699
917	7740	691
918	7747	682
919	7753	674
920	7758	665
921	7763	656
922	7772	648
923	7781	640
924	7790	631
925	7797	623
926	7806	614
927	7814	606
928	7823	597
929	7831	589
930	7840	581
931	7848	572
932	7857	564
933	7865	555
934	7873	547
935	7882	538
936	7890	530
937	7899	522
938	7907	513
939	7916	505
940	7924	496
941	7934	488
942	7940	479
943	7946	471
944	7952	462
945	7960	454
946	7969	445
947	7977	437
948	7986	429
949	7994	420
950	8003	412
951	8012	403
952	8021	395
953	8029	387
954	8037	378
955	8045	370
956	8057	362
957	8065	353
958	8073	345
959	8082	336
960	8090	328
961	8099	319
962	8107	311
963	8116	303
964	8126	294
965	8132	286
966	8139	277
967	8146	269
968	8154	260
969	8162	252
970	8171	244
971	8180	235
972	8188	227
973	8196	218
974	8204	210
975	8213	201
976	8221	193
977	8230	185
978	8239	176
979	8247	168
980	8256	159
981	8265	151
982	8273	143
983	8282	134
984	8290	126
985	8299	117
986	8308	109
987	8317	101
988	8324	92
989	8329	84
990	8337	75
991	8343	67
992	8352	58
993	8361	50
994	8369	42
995	8378	33
996	8386	25
997	8394	16
998	8402	8
999	8410	0
